Current,Voltage,Ah Out,Cumulative Actual Disch Ah,Power,Remaining Capacity,Time to Depletion,type,capacity,charged,discharge_rate,discharge_ratio
7.71,11.81,0.1285,2.492666666666666,91.0551,24.507333333333335,11443.112840466929,b2,88.81,27.0,0.6528365238919116,0.0047592590829904045
6.02,11.85,0.1003333333333333,2.5929999999999995,71.33699999999999,24.407,14595.548172757475,b2,88.81,27.0,0.5080168347665118,0.0037160492450845945
6.02,11.85,0.1003333333333333,2.693333333333333,71.33699999999999,24.30666666666667,14535.548172757475,b2,88.81,27.0,0.5080168347665118,0.0037160492450845945
9.94,11.75,0.1656666666666666,2.8589999999999995,116.795,24.141,8743.219315895374,b2,88.81,27.0,0.8459573748121383,0.006135802241883865
9.94,11.74,0.1656666666666666,3.024666666666666,116.6956,23.975333333333335,8683.219315895374,b2,88.81,27.0,0.8466779517310092,0.006135802241883865
9.95,11.74,0.1658333333333333,3.1904999999999997,116.813,23.8095,8614.492462311558,b2,88.81,27.0,0.8475297404148432,0.006141975081161415
9.94,11.73,0.1656666666666666,3.3561666666666663,116.5962,23.643833333333333,8563.158953722335,b2,88.81,27.0,0.8473997572549227,0.006135802241883865
9.94,11.72,0.1656666666666666,3.521833333333333,116.4968,23.478166666666667,8503.158953722334,b2,88.81,27.0,0.8481227945287718,0.006135802241883865
9.94,11.72,0.1656666666666666,3.6875,116.4968,23.3125,8443.158953722334,b2,88.81,27.0,0.8481227945287718,0.006135802241883865
10.12,11.7,0.1686666666666666,3.8561666666666663,118.40399999999998,23.143833333333333,8232.984189723322,b2,88.81,27.0,0.8649571910292999,0.0062469133488797495
12.16,11.65,0.2026666666666666,4.058833333333333,141.66400000000002,22.941166666666668,6791.792763157894,b2,88.81,27.0,1.0437767344397653,0.007506172561499779
12.15,11.65,0.2025,4.261333333333333,141.5475,22.738666666666667,6737.382716049382,b2,88.81,27.0,1.0429183654147327,0.007499999722222233
12.16,11.64,0.2026666666666666,4.4639999999999995,141.5424,22.536,6671.842105263158,b2,88.81,27.0,1.0446734497703223,0.007506172561499779
12.14,11.63,0.2023333333333333,4.666333333333333,141.18820000000002,22.333666666666662,6622.833607907743,b2,88.81,27.0,1.0438520168656908,0.007493826882944682
12.14,11.62,0.2023333333333333,4.868666666666667,141.0668,22.131333333333338,6562.833607907743,b2,88.81,27.0,1.0447503403829312,0.007493826882944682
9.86,11.67,0.1643333333333333,5.033,115.0662,21.967,8020.405679513185,b2,88.81,27.0,0.8449013843272164,0.006086419527663473
9.86,11.67,0.1643333333333333,5.197333333333334,115.0662,21.802666666666667,7960.4056795131855,b2,88.81,27.0,0.8449013843272164,0.006086419527663473
9.85,11.66,0.1641666666666666,5.3615,114.851,21.6385,7908.487309644671,b2,88.81,27.0,0.8447683666579445,0.006080246688385922
9.86,11.66,0.1643333333333333,5.525833333333334,114.9676,21.474166666666665,7840.466531440163,b2,88.81,27.0,0.8456259995174957,0.006086419527663473
9.86,12.66,0.1643333333333333,5.690166666666667,124.8276,21.309833333333337,7780.466531440162,b2,88.81,27.0,0.7788309021460583,0.006086419527663473
9.85,11.65,0.1641666666666666,5.854333333333334,114.7525,21.145666666666667,7728.365482233502,b2,88.81,27.0,0.8454934896572112,0.006080246688385922
7.35,11.71,0.1225,5.976833333333333,86.0685,21.02316666666667,10297.061224489798,b2,88.81,27.0,0.6276686056645084,0.004537036868998634
7.34,11.71,0.1223333333333333,6.099166666666667,85.9514,20.90083333333333,10251.08991825613,b2,88.81,27.0,0.6268146347724479,0.004530864029721084
7.34,11.71,0.1223333333333333,6.221500000000001,85.9514,20.7785,10191.089918256132,b2,88.81,27.0,0.6268146347724479,0.004530864029721084
7.34,11.7,0.1223333333333333,6.343833333333334,85.878,20.656166666666664,10131.08991825613,b2,88.81,27.0,0.6273503737307373,0.004530864029721084
6.42,11.73,0.107,6.4508333333333345,75.3066,20.549166666666665,11522.89719626168,b2,88.81,27.0,0.5473145313457347,0.003962962816186562
6.42,11.72,0.107,6.557833333333335,75.2424,20.442166666666665,11462.89719626168,b2,88.81,27.0,0.5477815232268325,0.003962962816186562
8.97,11.65,0.1495,6.7073333333333345,104.50050000000002,20.292666666666666,8144.214046822741,b2,88.81,27.0,0.7699570154543335,0.005537036831961598
6.75,11.71,0.1125,6.819833333333334,79.0425,20.180166666666665,10762.755555555554,b2,88.81,27.0,0.5764303521408751,0.004166666512345684
6.74,11.71,0.1123333333333333,6.932166666666667,78.92540000000001,20.067833333333333,10718.724035608308,b2,88.81,27.0,0.5755763812488146,0.0041604936730681346
6.74,11.7,0.1123333333333333,7.0445,78.858,19.9555,10658.72403560831,b2,88.81,27.0,0.576068326831767,0.0041604936730681346
4.97,11.76,0.0828333333333333,7.1273333333333335,58.447199999999995,19.872666666666667,14394.688128772636,b2,88.81,27.0,0.42261901168205684,0.0030679011209419323
4.97,11.75,0.0828333333333333,7.210166666666667,58.397499999999994,19.789833333333338,14334.68812877264,b2,88.81,27.0,0.42297868740606914,0.0030679011209419323
4.97,11.75,0.0828333333333333,7.293,58.397499999999994,19.707,14274.688128772636,b2,88.81,27.0,0.42297868740606914,0.0030679011209419323
4.97,11.75,0.0828333333333333,7.375833333333333,58.397499999999994,19.624166666666667,14214.688128772636,b2,88.81,27.0,0.42297868740606914,0.0030679011209419323
4.96,11.75,0.0826666666666666,7.4585,58.28,19.5415,14183.346774193547,b2,88.81,27.0,0.4221276236487129,0.003061728281664382
10.69,11.58,0.1781666666666666,7.636666666666667,123.7902,19.363333333333333,6520.860617399439,b2,88.81,27.0,0.9231432708857279,0.006598765187700053
10.68,11.58,0.178,7.814666666666667,123.6744,19.185333333333332,6466.966292134832,b2,88.81,27.0,0.9222797131019246,0.006592592348422505
10.67,11.57,0.1778333333333333,7.9925,123.4519,19.0075,6413.027179006561,b2,88.81,27.0,0.922212539134612,0.006586419509144954
10.67,11.56,0.1778333333333333,8.170333333333334,123.3452,18.829666666666668,6353.027179006561,b2,88.81,27.0,0.9230103007776557,0.006586419509144954
12.94,11.49,0.2156666666666666,8.386000000000001,148.6806,18.613999999999997,5178.54714064915,b2,88.81,27.0,1.1261965947609578,0.007987654025148613
9.58,11.57,0.1596666666666666,8.545666666666667,110.8406,18.45433333333333,6934.8225469728595,b2,88.81,27.0,0.8280033856522571,0.005913580027892095
9.59,11.57,0.1598333333333333,8.7055,110.9563,18.2945,6867.591240875912,b2,88.81,27.0,0.8288676898126457,0.0059197528671696455
9.58,11.56,0.1596666666666666,8.865166666666667,110.7448,18.134833333333333,6814.759916492693,b2,88.81,27.0,0.8287196514948398,0.005913580027892095
8.49,11.59,0.1415,9.006666666666668,98.3991,17.993333333333332,7629.681978798585,b2,88.81,27.0,0.7325279782115637,0.005240740546639238
8.49,11.58,0.1415,9.148166666666668,98.3142,17.85183333333333,7569.681978798585,b2,88.81,27.0,0.733160558449002,0.005240740546639238
10.32,11.52,0.172,9.320166666666667,118.8864,17.67983333333333,6167.383720930232,b2,88.81,27.0,0.89583325557003,0.006370370134430735
10.83,11.5,0.1805,9.50066666666667,124.545,17.499333333333333,5816.952908587257,b2,88.81,27.0,0.9417390485444306,0.006685184937585743
7.11,11.6,0.1185,9.619166666666668,82.476,17.38083333333333,8800.421940928269,b2,88.81,27.0,0.6129309816438809,0.004388888726337454
7.12,11.6,0.1186666666666666,9.737833333333334,82.592,17.262166666666666,8728.061797752809,b2,88.81,27.0,0.6137930505350819,0.0043950615656150015
9.38,11.53,0.1563333333333333,9.894166666666669,108.1514,17.105833333333333,6565.138592750533,b2,88.81,27.0,0.8135298513850955,0.005790123242341113
9.38,11.52,0.1563333333333333,10.0505,108.0576,16.9495,6505.138592750533,b2,88.81,27.0,0.8142360404308994,0.005790123242341113
9.37,11.51,0.1561666666666666,10.206666666666669,107.8487,16.793333333333333,6452.081109925294,b2,88.81,27.0,0.81407464690924,0.005783950403063562
11.84,11.43,0.1973333333333333,10.404,135.3312,16.596,5046.081081081081,b2,88.81,27.0,1.035870425558143,0.007308641704618207
9.82,11.48,0.1636666666666666,10.567666666666666,112.7336,16.432333333333332,6024.0733197556,b2,88.81,27.0,0.8554006223518622,0.006061728170553275
9.81,11.47,0.1635,10.731166666666669,112.5207,16.268833333333333,5970.214067278287,b2,88.81,27.0,0.8552745549019569,0.006055555331275729
9.8,11.46,0.1633333333333333,10.8945,112.30800000000002,16.1055,5916.306122448978,b2,88.81,27.0,0.8551482674390692,0.006049382491998178
9.81,11.46,0.1635,11.058000000000002,112.42260000000002,15.941999999999998,5850.275229357798,b2,88.81,27.0,0.8560208677119662,0.006055555331275729
9.81,11.45,0.1635,11.221500000000002,112.3245,15.778499999999998,5790.275229357797,b2,88.81,27.0,0.8567684841250234,0.006055555331275729
11.39,11.39,0.1898333333333333,11.411333333333337,129.7321,15.588666666666663,4927.058823529412,b2,88.81,27.0,0.9999999122036952,0.007030863937128495
11.39,11.38,0.1898333333333333,11.601166666666668,129.6182,15.398833333333332,4867.058823529411,b2,88.81,27.0,1.0008786466714723,0.007030863937128495
11.38,11.37,0.1896666666666666,11.790833333333335,129.3906,15.209166666666665,4811.335676625658,b2,88.81,27.0,1.0008794194477206,0.007024691097850944
7.69,11.47,0.1281666666666666,11.919000000000002,88.2043,15.080999999999998,7060.026007802339,b2,88.81,27.0,0.6704445797345615,0.004746913404435303
7.68,11.47,0.128,12.047000000000002,88.0896,14.952999999999998,7009.218749999999,b2,88.81,27.0,0.6695727402290549,0.004740740565157757
7.68,11.46,0.128,12.175000000000002,88.0128,14.824999999999998,6949.218749999999,b2,88.81,27.0,0.6701570095849031,0.004740740565157757
7.68,11.46,0.128,12.303000000000004,88.0128,14.696999999999996,6889.218749999999,b2,88.81,27.0,0.6701570095849031,0.004740740565157757
7.68,11.45,0.128,12.431000000000004,87.93599999999999,14.568999999999996,6829.218749999998,b2,88.81,27.0,0.6707422994984892,0.004740740565157757
5.4,11.52,0.09,12.521000000000004,62.208,14.478999999999996,9652.666666666664,b2,88.81,27.0,0.46874995930989943,0.0033333332098765475
5.41,11.53,0.0901666666666666,12.61116666666667,62.3773,14.38883333333333,9574.824399260626,b2,88.81,27.0,0.46921071385856783,0.0033395060491540943
5.41,11.53,0.0901666666666666,12.701333333333336,62.3773,14.298666666666664,9514.824399260626,b2,88.81,27.0,0.46921071385856783,0.0033395060491540943
5.4,11.53,0.09,12.791333333333336,62.262,14.208666666666664,9472.444444444442,b2,88.81,27.0,0.4683434112451509,0.0033333332098765475
5.41,11.53,0.0901666666666666,12.881500000000004,62.3773,14.118499999999996,9394.935304990757,b2,88.81,27.0,0.46921071385856783,0.0033395060491540943
5.4,11.53,0.09,12.971500000000002,62.262,14.028499999999998,9352.33333333333,b2,88.81,27.0,0.4683434112451509,0.0033333332098765475
9.22,11.39,0.1536666666666666,13.125166666666669,105.0158,13.874833333333331,5417.505422993491,b2,88.81,27.0,0.8094819306863977,0.005691357813900325
9.43,11.37,0.1571666666666666,13.282333333333336,107.21909999999998,13.717666666666664,5236.861081654294,b2,88.81,27.0,0.8293754767479793,0.005820987438728858
9.05,11.37,0.1508333333333333,13.433166666666668,102.8985,13.566833333333332,5396.751381215468,b2,88.81,27.0,0.7959541956064913,0.005586419546181991
9.04,11.36,0.1506666666666666,13.583833333333336,102.6944,13.416166666666664,5342.721238938053,b2,88.81,27.0,0.7957745778367449,0.00558024670690444
9.04,11.35,0.1506666666666666,13.7345,102.60399999999998,13.2655,5282.721238938053,b2,88.81,27.0,0.7964757007510396,0.00558024670690444
7.35,11.4,0.1225,13.857,83.78999999999999,13.143,6437.3877551020405,b2,88.81,27.0,0.6447367855494047,0.004537036868998634
7.35,11.4,0.1225,13.979500000000002,83.78999999999999,13.020499999999998,6377.3877551020405,b2,88.81,27.0,0.6447367855494047,0.004537036868998634
7.35,11.39,0.1225,14.102000000000002,83.7165,12.897999999999998,6317.3877551020405,b2,88.81,27.0,0.6453028406231044,0.004537036868998634
9.73,11.3,0.1621666666666666,14.264166666666668,109.949,12.735833333333332,4712.127440904418,b2,88.81,27.0,0.8610618707024894,0.006006172617055333
9.72,11.29,0.162,14.426166666666669,109.7388,12.573833333333331,4656.975308641974,b2,88.81,27.0,0.8609388077113547,0.0059999997777777855
9.71,11.27,0.1618333333333333,14.588000000000005,109.4317,12.411999999999995,4601.771369721935,b2,88.81,27.0,0.8615793379255248,0.005993826938500236
12.59,11.16,0.2098333333333333,14.797833333333337,140.5044,12.202166666666663,3489.102462271643,b2,88.81,27.0,1.1281360996293819,0.0077716046504343935
14.23,11.08,0.2371666666666666,15.035000000000004,157.66840000000002,11.964999999999996,3026.9852424455366,b2,88.81,27.0,1.2842959129696832,0.008783950291952456
14.21,11.06,0.2368333333333333,15.271833333333335,157.16260000000003,11.728166666666665,2971.2456016889505,b2,88.81,27.0,1.2848100104150082,0.00877160461339736
14.19,11.03,0.2365,15.508333333333336,156.51569999999998,11.491666666666664,2915.433403805496,b2,88.81,27.0,1.2864912704903655,0.008759258934842262
14.18,11.0,0.2363333333333333,15.744666666666667,155.98,11.255333333333333,2857.489421720733,b2,88.81,27.0,1.2890907919008372,0.00875308609556471
11.88,11.05,0.198,15.94266666666667,131.27400000000003,11.05733333333333,3350.7070707070693,b2,88.81,27.0,1.0751130248766494,0.007333333061728405
11.86,11.04,0.1976666666666666,16.140333333333338,130.93439999999998,10.859666666666662,3296.35750421585,b2,88.81,27.0,1.0742752650112986,0.007320987383173304
11.85,11.02,0.1974999999999999,16.33783333333334,130.587,10.66216666666666,3239.1392405063275,b2,88.81,27.0,1.0753175067769958,0.007314814543895753
11.84,11.0,0.1973333333333333,16.535166666666672,130.24,10.464833333333328,3181.874999999998,b2,88.81,27.0,1.0763635385124057,0.007308641704618207
9.53,11.07,0.1588333333333333,16.694000000000006,105.4971,10.305999999999994,3893.137460650575,b2,88.81,27.0,0.8608851977520147,0.005882715831504351
9.52,11.06,0.1586666666666666,16.85266666666667,105.2912,10.147333333333329,3837.2268907563007,b2,88.81,27.0,0.8607594158445374,0.0058765429922268
9.54,11.06,0.1589999999999999,17.01166666666667,105.5124,9.98833333333333,3769.1823899371057,b2,88.81,27.0,0.8625677339450512,0.005888888670781897
9.52,11.05,0.1586666666666666,17.170333333333335,105.196,9.829666666666665,3717.1008403361343,b2,88.81,27.0,0.861538383571187,0.0058765429922268
9.53,11.04,0.1588333333333333,17.32916666666667,105.2112,9.67083333333333,3653.2004197271767,b2,88.81,27.0,0.8632245594905291,0.005882715831504351
10.19,11.0,0.1698333333333333,17.499000000000002,112.09,9.500999999999998,3356.5848871442586,b2,88.81,27.0,0.926363552148768,0.006290123223822596
10.18,10.99,0.1696666666666666,17.66866666666667,111.8782,9.33133333333333,3299.8821218074645,b2,88.81,27.0,0.9262965490176025,0.006283950384545045
10.17,10.97,0.1695,17.83816666666667,111.5649,9.16183333333333,3243.126843657816,b2,88.81,27.0,0.9270737532293752,0.006277777545267499
10.16,10.96,0.1693333333333333,18.007500000000004,111.3536,8.992499999999996,3186.3188976377937,b2,88.81,27.0,0.9270072146891227,0.006271604705989948
8.76,11.0,0.146,18.153500000000005,96.36,8.846499999999995,3635.547945205478,b2,88.81,27.0,0.7963635639669487,0.005407407207133066
8.75,11.0,0.1458333333333333,18.299333333333337,96.25,8.700666666666663,3579.7028571428555,b2,88.81,27.0,0.7954544731405025,0.0054012343678555156
8.74,10.99,0.1456666666666666,18.445000000000004,96.0526,8.554999999999996,3523.7986270022866,b2,88.81,27.0,0.7952683534787668,0.005395061528577966
8.75,10.98,0.1458333333333333,18.590833333333336,96.075,8.409166666666664,3459.7714285714274,b2,88.81,27.0,0.796903388260165,0.0054012343678555156
8.74,10.97,0.1456666666666666,18.736500000000003,95.8778,8.263499999999997,3403.729977116703,b2,88.81,27.0,0.7967182500712625,0.005395061528577966
3.56,11.16,0.0593333333333333,18.795833333333334,39.7296,8.204166666666662,8296.348314606737,b2,88.81,27.0,0.3189963871867037,0.0021975307828075007
7.37,11.02,0.1228333333333333,18.91866666666667,81.2174,8.08133333333333,3947.4626865671626,b2,88.81,27.0,0.6687839683499122,0.004549382547553731
7.37,11.02,0.1228333333333333,19.041500000000003,81.2174,7.958499999999997,3887.462686567163,b2,88.81,27.0,0.6687839683499122,0.004549382547553731
7.37,11.01,0.1228333333333333,19.164333333333335,81.1437,7.835666666666665,3827.462686567163,b2,88.81,27.0,0.6693914015085013,0.004549382547553731
7.36,11.01,0.1226666666666666,19.287000000000003,81.0336,7.712999999999997,3772.663043478259,b2,88.81,27.0,0.6684831363775535,0.004543209708276181
7.36,11.0,0.1226666666666666,19.40966666666667,80.96000000000001,7.59033333333333,3712.663043478259,b2,88.81,27.0,0.6690908482644684,0.004543209708276181
7.36,11.0,0.1226666666666666,19.532333333333337,80.96000000000001,7.467666666666663,3652.6630434782583,b2,88.81,27.0,0.6690908482644684,0.004543209708276181
5.69,11.08,0.0948333333333333,19.62716666666667,63.0452,7.372833333333329,4664.710017574689,b2,88.81,27.0,0.5135378597890019,0.003512345548925472
5.69,11.08,0.0948333333333333,19.722000000000005,63.0452,7.277999999999995,4604.710017574689,b2,88.81,27.0,0.5135378597890019,0.003512345548925472
5.69,11.08,0.0948333333333333,19.81683333333334,63.0452,7.183166666666661,4544.710017574688,b2,88.81,27.0,0.5135378597890019,0.003512345548925472
5.69,11.08,0.0948333333333333,19.911666666666672,63.0452,7.088333333333328,4484.710017574688,b2,88.81,27.0,0.5135378597890019,0.003512345548925472
5.71,11.08,0.0951666666666666,20.00683333333334,63.2668,6.99316666666666,4409.001751313481,b2,88.81,27.0,0.5153429137777154,0.003524691227480569
10.76,10.84,0.1793333333333333,20.186166666666672,116.6384,6.813833333333328,2279.7211895910764,b2,88.81,27.0,0.9926198346291666,0.006641975062642897
8.44,10.9,0.1406666666666666,20.32683333333334,91.996,6.67316666666666,2846.374407582936,b2,88.81,27.0,0.7743118555677196,0.005209876350251491
8.44,10.89,0.1406666666666666,20.46750000000001,91.9116,6.532499999999992,2786.374407582935,b2,88.81,27.0,0.7750228856728296,0.005209876350251491
8.43,10.88,0.1404999999999999,20.608000000000008,91.7184,6.391999999999992,2729.6797153024877,b2,88.81,27.0,0.7748161052558726,0.00520370351097394
8.43,10.87,0.1404999999999999,20.748500000000007,91.6341,6.251499999999993,2669.679715302488,b2,88.81,27.0,0.7755289074950408,0.00520370351097394
6.09,10.98,0.1014999999999999,20.85000000000001,66.8682,6.1499999999999915,3635.467980295562,b2,88.81,27.0,0.5546447582290749,0.003759259120027436
6.09,10.98,0.1014999999999999,20.95150000000001,66.8682,6.04849999999999,3575.46798029556,b2,88.81,27.0,0.5546447582290749,0.003759259120027436
6.09,10.98,0.1014999999999999,21.05300000000001,66.8682,5.9469999999999885,3515.46798029556,b2,88.81,27.0,0.5546447582290749,0.003759259120027436
6.09,10.98,0.1014999999999999,21.154500000000013,66.8682,5.845499999999987,3455.467980295559,b2,88.81,27.0,0.5546447582290749,0.003759259120027436
9.37,10.8,0.1561666666666666,21.31066666666668,101.196,5.68933333333332,2185.8697972251816,b2,88.81,27.0,0.8675925122599525,0.005783950403063562
9.36,10.77,0.156,21.46666666666668,100.8072,5.533333333333321,2128.205128205124,b2,88.81,27.0,0.869080699249703,0.005777777563786016
9.34,10.75,0.1556666666666666,21.622333333333344,100.405,5.377666666666656,2072.762312633829,b2,88.81,27.0,0.8688371284802672,0.005765431885230915
9.33,10.72,0.1555,21.777833333333344,100.0176,5.222166666666656,2014.9839228295775,b2,88.81,27.0,0.870335739707487,0.005759259045953369
9.32,10.7,0.1553333333333333,21.93316666666668,99.724,5.066833333333321,1957.1459227467765,b2,88.81,27.0,0.8710279559786959,0.005753086206675818
5.6,10.88,0.0933333333333333,22.026500000000013,60.928,4.973499999999987,3197.2499999999923,b2,88.81,27.0,0.5147058350454196,0.0034567899954275295
5.61,10.89,0.0935,22.12000000000001,61.09290000000001,4.879999999999988,3131.5508021390297,b2,88.81,27.0,0.5151514678465136,0.00346296283470508
7.73,10.77,0.1288333333333333,22.248833333333344,83.2521,4.751166666666656,2212.7037516170712,b2,88.81,27.0,0.7177343808974578,0.004771604761545502
7.71,10.75,0.1285,22.377333333333343,82.8825,4.622666666666657,2158.4435797665324,b2,88.81,27.0,0.7172092356084433,0.0047592590829904045
7.71,10.73,0.1285,22.505833333333342,82.7283,4.494166666666658,2098.443579766533,b2,88.81,27.0,0.7185460653731532,0.0047592590829904045
6.08,10.81,0.1013333333333333,22.607166666666675,65.7248,4.392833333333325,2601.0197368421004,b2,88.81,27.0,0.5624421311339379,0.0037530862807498896
6.08,10.81,0.1013333333333333,22.708500000000008,65.7248,4.291499999999992,2541.019736842101,b2,88.81,27.0,0.5624421311339379,0.0037530862807498896
8.6,10.65,0.1433333333333333,22.851833333333342,91.59,4.148166666666658,1736.4418604651123,b2,88.81,27.0,0.8075116612665106,0.005308641778692278
8.57,10.61,0.1428333333333333,22.99466666666667,90.9277,4.005333333333326,1682.5204200700084,b2,88.81,27.0,0.8077284818352045,0.0052901232608596315
10.07,10.42,0.1678333333333333,23.16250000000001,104.9294,3.837499999999991,1371.896722939421,b2,88.81,27.0,0.9664106558147164,0.0062160491524920055
9.96,10.22,0.166,23.32850000000001,101.79120000000002,3.671499999999991,1327.0481927710812,b2,88.81,27.0,0.9745595915303727,0.006148147920438966
9.68,9.75,0.1613333333333333,23.489833333333344,94.38,3.510166666666656,1305.433884297517,b2,88.81,27.0,0.9928204109927784,0.005975308420667588
7.48,9.73,0.1246666666666666,23.61450000000001,72.78040000000001,3.3854999999999897,1629.3850267379628,b2,88.81,27.0,0.7687563444238085,0.004617283779606771
7.45,9.67,0.1241666666666666,23.73866666666668,72.0415,3.2613333333333223,1575.9463087248268,b2,88.81,27.0,0.7704239120554384,0.0045987652617741235
7.42,9.59,0.1236666666666666,23.862333333333343,71.1578,3.1376666666666573,1522.3180592991869,b2,88.81,27.0,0.7737225470570859,0.004580246743941476
5.32,9.86,0.0886666666666666,23.951000000000008,52.4552,3.0489999999999924,2063.2330827067617,b2,88.81,27.0,0.5395536978140267,0.003283950495656152
5.32,9.85,0.0886666666666666,24.039666666666676,52.402,2.960333333333324,2003.2330827067603,b2,88.81,27.0,0.5401014680100034,0.003283950495656152
5.88,9.74,0.098,24.137666666666675,57.2712,2.862333333333325,1752.448979591832,b2,88.81,27.0,0.6036960365815158,0.0036296294951989076
5.87,9.7,0.0978333333333333,24.23550000000001,56.939,2.764499999999991,1695.4344122657526,b2,88.81,27.0,0.6051545767881881,0.003623456655921357
5.85,9.66,0.0974999999999999,24.33300000000001,56.511,2.666999999999991,1641.2307692307638,b2,88.81,27.0,0.6055899994213251,0.0036111109773662563
7.32,9.45,0.122,24.45500000000001,69.17399999999999,2.544999999999991,1251.6393442622905,b2,88.81,27.0,0.7746030926345935,0.004518518351165987
7.27,9.33,0.1211666666666666,24.576166666666676,67.8291,2.4238333333333237,1200.247592847313,b2,88.81,27.0,0.7792067760764442,0.004487654154778239
5.83,9.43,0.0971666666666666,24.673333333333343,54.9769,2.3266666666666573,1436.7066895368723,b2,88.81,27.0,0.6182395950965436,0.003598765298811159
5.82,9.4,0.097,24.770333333333344,54.708000000000006,2.229666666666656,1379.175257731952,b2,88.81,27.0,0.6191488703033117,0.0035925924595336125
2.19,9.84,0.0365,24.806833333333344,21.5496,2.193166666666656,3605.2054794520377,b2,88.81,27.0,0.2225609529917731,0.0013518518017832666
5.53,9.4,0.0921666666666666,24.89900000000001,51.982000000000006,2.1009999999999884,1367.7396021699744,b2,88.81,27.0,0.5882978097555522,0.0034135801204846846
5.52,9.37,0.092,24.99100000000001,51.72239999999999,2.0089999999999897,1310.2173913043412,b2,88.81,27.0,0.5891141313645538,0.0034074072812071378
5.5,9.33,0.0916666666666666,25.082666666666675,51.315,1.917333333333325,1254.9818181818123,b2,88.81,27.0,0.5894961854773649,0.0033950616026520368
9.01,12.42,0.1501666666666666,0.1501666666666666,111.9042,69.84983333333334,27908.923418423976,b3,88.35,70.0,0.7254427757292451,0.002145238064591836
9.18,12.24,0.153,0.3031666666666667,112.3632,69.69683333333333,27332.091503267973,b3,88.35,70.0,0.7499999387254952,0.0021857142544897965
9.17,12.22,0.1528333333333333,0.456,112.0574,69.544,27301.897491821157,b3,88.35,70.0,0.7504091038945087,0.002183333302142857
9.17,12.22,0.1528333333333333,0.6088333333333333,112.0574,69.39116666666666,27241.897491821153,b3,88.35,70.0,0.7504091038945087,0.002183333302142857
19.11,12.04,0.3185,0.9273333333333332,230.0844,69.07266666666666,13012.119309262163,b3,88.35,70.0,1.5872091704975773,0.004549999935000001
19.07,12.01,0.3178333333333333,1.2451666666666668,229.0307,68.75483333333334,12979.412690089146,b3,88.35,70.0,1.5878433315700808,0.004540476125612245
19.06,12.0,0.3176666666666666,1.5628333333333333,228.71999999999997,68.43716666666667,12926.22245540399,b3,88.35,70.0,1.5883332009722333,0.004538095173265306
19.53,11.98,0.3255,1.8883333333333332,233.96940000000004,68.11166666666666,12555.145929339476,b3,88.35,70.0,1.6302168923024298,0.0046499999335714295
19.51,11.98,0.3251666666666667,2.2135,233.72980000000004,67.7865,12508.016401845209,b3,88.35,70.0,1.6285474433599798,0.004645238028877553
19.5,11.97,0.325,2.5385,233.415,67.4615,12454.430769230768,b3,88.35,70.0,1.6290725456079744,0.004642857076530614
