Current,Voltage,Ah Out,Cumulative Actual Disch Ah,Power,Remaining Capacity,Time to Depletion,type,capacity,charged,prediction
9.51,11.58541903835352,0.1585,65.93912516666668,110.17733505474196,19.060874833333315,7215.473123028385,b5,85.0,85.0,[7293.5555122]
9.51,11.57558919789692,0.1585,66.09762516666669,110.0838532719997,18.90237483333331,7155.473123028382,b5,85.0,85.0,[7107.92255249]
9.51,11.57558919789692,0.1585,66.25612516666669,110.0838532719997,18.743874833333308,7095.473123028381,b5,85.0,85.0,[6909.32752914]
5.72,11.71,0.0953333333333333,66.35145850000002,66.9812,18.64854149999998,11736.84430069929,b5,85.0,85.0,[11679.67099841]
5.72,11.72,0.0953333333333333,66.44679183333335,67.0384,18.55320816666665,11676.844300699291,b5,85.0,85.0,[11610.14780294]
5.72,11.72,0.0953333333333333,66.54212516666668,67.0384,18.45787483333332,11616.844300699291,b5,85.0,85.0,[11585.54780294]
5.72,11.72,0.0953333333333333,66.63745850000001,67.0384,18.362541499999992,11556.844300699297,b5,85.0,85.0,[11546.14780294]
5.72,11.72,0.0953333333333333,66.73279183333334,67.0384,18.267208166666663,11496.844300699298,b5,85.0,85.0,[11530.90601268]
5.72,11.72,0.0953333333333333,66.82812516666667,67.0384,18.171874833333334,11436.844300699302,b5,85.0,85.0,[11530.90601268]
11.81,11.51,0.1968333333333333,67.0249585,135.9331,17.975041500000003,5479.267519051652,b5,85.0,85.0,[5538.61531342]
11.81,11.5,0.1968333333333333,67.22179183333333,135.815,17.778208166666673,5419.267519051652,b5,85.0,85.0,[5439.800936]
11.81,11.48,0.1968333333333333,67.41862516666666,135.5788,17.581374833333342,5359.267519051654,b5,85.0,85.0,[5328.51761691]
11.81,11.48,0.1968333333333333,67.61545849999999,135.5788,17.38454150000001,5299.267519051655,b5,85.0,85.0,[5286.55922656]
11.81,11.47,0.1968333333333333,67.81229183333332,135.4607,17.18770816666668,5239.267519051656,b5,85.0,85.0,[5205.53693619]
14.18,11.39,0.2363333333333333,68.04862516666665,161.5102,16.951374833333347,4303.593046544433,b5,85.0,85.0,[4272.14075951]
14.18,11.38,0.2363333333333333,68.28495849999999,161.3684,16.715041500000012,4243.593046544432,b5,85.0,85.0,[4227.84861646]
14.18,11.37,0.2363333333333333,68.52129183333332,161.2266,16.478708166666678,4183.593046544432,b5,85.0,85.0,[4249.27292967]
14.18,11.36,0.2363333333333333,68.75762516666666,161.0848,16.242374833333344,4123.593046544432,b5,85.0,85.0,[4176.9535636]
18.25,11.22,0.3041666666666666,69.06179183333332,204.765,15.938208166666683,3143.9753095890446,b5,85.0,85.0,[3237.74755929]
18.25,11.2,0.3041666666666666,69.36595849999998,204.4,15.634041500000023,3083.975309589045,b5,85.0,85.0,[3148.75299182]
18.25,11.18,0.3041666666666666,69.67012516666664,204.035,15.329874833333363,3023.975309589047,b5,85.0,85.0,[3090.91280251]
9.62,11.46,0.1603333333333333,69.83045849999996,110.2452,15.169541500000037,5676.751496881511,b5,85.0,85.0,[5512.17718569]
9.62,11.46,0.1603333333333333,69.99079183333329,110.2452,15.00920816666671,5616.751496881513,b5,85.0,85.0,[5498.47227617]
9.62,11.45,0.1603333333333333,70.15112516666662,110.149,14.848874833333385,5556.751496881516,b5,85.0,85.0,[5353.81495089]
9.62,11.45,0.1603333333333333,70.31145849999994,110.149,14.688541500000056,5496.751496881519,b5,85.0,85.0,[5309.54747001]
9.62,11.45,0.1603333333333333,70.47179183333327,110.149,14.52820816666673,5436.751496881521,b5,85.0,85.0,[5303.17670823]
9.62,11.44,0.1603333333333333,70.6321251666666,110.0528,14.367874833333405,5376.751496881523,b5,85.0,85.0,[5186.61989032]
1.61,11.44,0.0268333333333333,70.65895849999993,18.4184,14.341041500000074,32066.92509316786,b5,85.0,85.0,[32042.75416511]
1.61,11.44,0.0268333333333333,70.68579183333325,18.4184,14.314208166666743,32006.92509316788,b5,85.0,85.0,[32010.48528699]
1.61,11.44,0.0268333333333333,70.71262516666658,18.4184,14.287374833333416,31946.925093167887,b5,85.0,85.0,[31985.52099329]
1.6,11.44,0.0266666666666666,70.73929183333325,18.304,14.260708166666744,32086.59337500017,b5,85.0,85.0,[32043.54439997]
1.6,11.44,0.0266666666666666,70.76595849999993,18.304,14.234041500000076,32026.593375000164,b5,85.0,85.0,[32005.13113124]
1.6,11.44,0.0266666666666666,70.7926251666666,18.304,14.207374833333404,31966.59337500016,b5,85.0,85.0,[31953.66225312]
1.6,11.44,0.0266666666666666,70.81929183333327,18.304,14.180708166666731,31906.593375000142,b5,85.0,85.0,[31902.06225312]
1.6,11.44,0.0266666666666666,70.84595849999994,18.304,14.154041500000062,31846.59337500014,b5,85.0,85.0,[31850.593375]
1.6,11.44,0.0266666666666666,70.87262516666661,18.304,14.127374833333391,31786.593375000128,b5,85.0,85.0,[31777.393375]
1.6,11.44,0.0266666666666666,70.89929183333328,18.304,14.10070816666672,31726.59337500012,b5,85.0,85.0,[31724.593375]
1.6,11.44,0.0266666666666666,70.92595849999995,18.304,14.07404150000005,31666.59337500011,b5,85.0,85.0,[31663.793375]
1.6,11.44,0.0266666666666666,70.95262516666662,18.304,14.04737483333338,31606.593375000102,b5,85.0,85.0,[31612.193375]
1.6,11.44,0.0266666666666666,70.97929183333329,18.304,14.020708166666708,31546.59337500009,b5,85.0,85.0,[31540.593375]
1.6,11.44,0.0266666666666666,71.00595849999996,18.304,13.994041500000035,31486.593375000084,b5,85.0,85.0,[31492.16320425]
1.61,11.44,0.0268333333333333,71.03279183333329,18.4184,13.967208166666708,31231.02447204978,b5,85.0,85.0,[31288.93177711]
1.6,11.44,0.0266666666666666,71.05945849999996,18.304,13.940541500000036,31366.218375000084,b5,85.0,85.0,[31333.61794814]
1.6,11.44,0.0266666666666666,71.08612516666663,18.304,13.913874833333368,31306.21837500008,b5,85.0,85.0,[31292.225875]
1.6,11.44,0.0266666666666666,71.1127918333333,18.304,13.887208166666696,31246.218375000062,b5,85.0,85.0,[31265.420875]
1.6,11.44,0.0266666666666666,71.13945849999998,18.304,13.860541500000023,31186.21837500005,b5,85.0,85.0,[31222.620875]
1.6,11.44,0.0266666666666666,71.16612516666665,18.304,13.833874833333354,31126.218375000048,b5,85.0,85.0,[31102.620875]
1.6,11.44,0.0266666666666666,71.19279183333332,18.304,13.807208166666683,31066.21837500004,b5,85.0,85.0,[31081.820875]
1.6,11.44,0.0266666666666666,71.21945849999999,18.304,13.780541500000012,31006.218375000022,b5,85.0,85.0,[31058.220875]
16.48,11.43,0.2746666666666666,71.49412516666665,188.3664,13.505874833333351,2950.312463592237,b5,85.0,85.0,[3203.70530295]
16.48,11.44,0.2746666666666666,71.76879183333331,188.5312,13.23120816666669,2890.312463592238,b5,85.0,85.0,[3411.29657554]
16.48,11.42,0.2746666666666666,72.04345849999997,188.2016,12.956541500000029,2830.3124635922395,b5,85.0,85.0,[2991.06941893]
16.48,11.39,0.2746666666666666,72.31812516666663,187.7072,12.681874833333367,2770.3124635922404,b5,85.0,85.0,[2900.14037396]
8.03,11.65,0.1338333333333333,72.45195849999996,93.5495,12.54804150000004,5625.522963885448,b5,85.0,85.0,[6343.18052015]
8.03,11.64,0.1338333333333333,72.58579183333329,93.4692,12.414208166666713,5565.52296388545,b5,85.0,85.0,[6245.46512915]
8.03,11.62,0.1338333333333333,72.71962516666662,93.30859999999998,12.280374833333385,5505.522963885453,b5,85.0,85.0,[5811.06101015]
8.03,11.61,0.1338333333333333,72.85345849999995,93.2283,12.146541500000057,5445.522963885455,b5,85.0,85.0,[5555.42054722]
8.03,11.6,0.1338333333333333,72.98729183333327,93.148,12.012708166666728,5385.522963885457,b5,85.0,85.0,[5427.59990596]
8.03,11.59,0.1338333333333333,73.1211251666666,93.0677,11.878874833333398,5325.52296388546,b5,85.0,85.0,[5398.27733032]
14.28,11.39,0.238,73.3591251666666,162.6492,11.6408748333334,2934.674327731109,b5,85.0,85.0,[3121.87870323]
14.28,11.32,0.238,73.5971251666666,161.6496,11.4028748333334,2874.6743277311093,b5,85.0,85.0,[2954.93366238]
14.28,11.29,0.238,73.8351251666666,161.22119999999998,11.1648748333334,2814.6743277311093,b5,85.0,85.0,[2850.21512555]
14.28,11.25,0.238,74.0731251666666,160.65,10.9268748333334,2754.6743277311093,b5,85.0,85.0,[2792.7276692]
14.28,11.21,0.238,74.3111251666666,160.0788,10.6888748333334,2694.6743277311098,b5,85.0,85.0,[2809.18247524]
5.86,11.56,0.0976666666666666,74.40879183333327,67.7416,10.591208166666732,6506.544266211643,b5,85.0,85.0,[6502.76941532]
5.86,11.57,0.0976666666666666,74.50645849999994,67.8002,10.493541500000063,6446.544266211642,b5,85.0,85.0,[6460.16941532]
5.86,11.57,0.0976666666666666,74.6041251666666,67.8002,10.395874833333394,6386.544266211641,b5,85.0,85.0,[6432.56941532]
5.86,11.56,0.0976666666666666,74.70179183333327,67.7416,10.298208166666726,6326.54426621164,b5,85.0,85.0,[6419.76941532]
10.46,11.35,0.1743333333333333,74.87612516666661,118.721,10.123874833333389,3484.3163862332885,b5,85.0,85.0,[3455.39476708]
10.46,11.33,0.1743333333333333,75.05045849999995,118.5118,9.949541500000052,3424.316386233287,b5,85.0,85.0,[3352.79252925]
10.46,11.31,0.1743333333333333,75.22479183333328,118.3026,9.775208166666715,3364.3163862332863,b5,85.0,85.0,[3280.76046323]
3.73,11.64,0.0621666666666666,75.28695849999995,43.4172,9.713041500000044,9374.517265415594,b5,85.0,85.0,[9366.73455384]
3.73,11.64,0.0621666666666666,75.34912516666662,43.4172,9.650874833333376,9314.51726541559,b5,85.0,85.0,[9366.73455384]
3.73,11.64,0.0621666666666666,75.4112918333333,43.4172,9.588708166666706,9254.517265415589,b5,85.0,85.0,[9348.95639316]
3.73,11.64,0.0621666666666666,75.47345849999996,43.4172,9.526541500000036,9194.517265415583,b5,85.0,85.0,[9306.49421933]
3.73,11.64,0.0621666666666666,75.53562516666663,43.4172,9.464374833333366,9134.51726541558,b5,85.0,85.0,[9254.29421933]
3.73,11.64,0.0621666666666666,75.5977918333333,43.4172,9.402208166666696,9074.517265415578,b5,85.0,85.0,[9233.59936347]
5.87,11.53,0.0978333333333333,75.69562516666663,67.6811,9.30437483333337,5706.260545144826,b5,85.0,85.0,[5904.85516069]
5.87,11.52,0.0978333333333333,75.79345849999996,67.6224,9.206541500000045,5646.260545144831,b5,85.0,85.0,[5739.93543673]
5.87,11.51,0.0978333333333333,75.89129183333328,67.5637,9.108708166666716,5586.260545144834,b5,85.0,85.0,[5631.44804895]
5.29,11.53,0.0881666666666666,75.97945849999995,60.9937,9.02054150000005,6138.742797731603,b5,85.0,85.0,[6136.10700505]
5.29,11.53,0.0881666666666666,76.06762516666662,60.9937,8.932374833333384,6078.742797731603,b5,85.0,85.0,[6121.59022007]
5.29,11.52,0.0881666666666666,76.15579183333328,60.9408,8.844208166666718,6018.742797731604,b5,85.0,85.0,[6066.67339841]
7.54,11.41,0.1256666666666666,76.28145849999994,86.0314,8.718541500000057,4162.698859416473,b5,85.0,85.0,[4238.04843768]
7.54,11.4,0.1256666666666666,76.4071251666666,85.956,8.592874833333397,4102.698859416476,b5,85.0,85.0,[3984.77131353]
7.54,11.39,0.1256666666666666,76.53279183333326,85.8806,8.467208166666737,4042.698859416479,b5,85.0,85.0,[3995.17770615]
9.91,11.28,0.1651666666666666,76.69795849999993,111.7848,8.302041500000072,3015.877840565112,b5,85.0,85.0,[2969.44843894]
9.91,11.25,0.1651666666666666,76.86312516666659,111.4875,8.136874833333408,2955.877840565113,b5,85.0,85.0,[2926.84717382]
9.91,11.24,0.1651666666666666,77.02829183333326,111.3884,7.971708166666744,2895.8778405651137,b5,85.0,85.0,[2876.03486606]
9.91,11.23,0.1651666666666666,77.19345849999992,111.2893,7.80654150000008,2835.877840565114,b5,85.0,85.0,[2911.75012178]
9.91,11.22,0.1651666666666666,77.35862516666658,111.1902,7.641374833333415,2775.8778405651155,b5,85.0,85.0,[2935.4463942]
5.32,11.43,0.0886666666666666,77.44729183333325,60.8076,7.552708166666747,5110.855150375994,b5,85.0,85.0,[4968.90295459]
5.32,11.44,0.0886666666666666,77.53595849999992,60.8608,7.464041500000079,5050.855150375993,b5,85.0,85.0,[5003.64349519]
5.32,11.45,0.0886666666666666,77.62462516666659,60.914,7.37537483333341,4990.855150375992,b5,85.0,85.0,[5060.60654083]
5.32,11.44,0.0886666666666666,77.71329183333326,60.8608,7.286708166666742,4930.855150375991,b5,85.0,85.0,[4892.68108918]
5.32,11.44,0.0886666666666666,77.80195849999993,60.8608,7.198041500000073,4870.855150375989,b5,85.0,85.0,[4870.62034151]
5.32,11.43,0.0886666666666666,77.8906251666666,60.8076,7.109374833333405,4810.855150375988,b5,85.0,85.0,[4783.16761624]
3.74,11.56,0.0623333333333333,77.95295849999992,43.2344,7.047041500000077,6783.248502673871,b5,85.0,85.0,[6858.39730068]
3.74,11.53,0.0623333333333333,78.01529183333325,43.1222,6.984708166666749,6723.248502673876,b5,85.0,85.0,[6805.5221756]
3.74,11.52,0.0623333333333333,78.07762516666658,43.0848,6.922374833333421,6663.248502673881,b5,85.0,85.0,[6759.5221756]
3.74,11.52,0.0623333333333333,78.1399584999999,43.0848,6.860041500000094,6603.248502673887,b5,85.0,85.0,[6735.9221756]
5.32,11.43,0.0886666666666666,78.22862516666657,60.8076,6.771374833333425,4582.133345864724,b5,85.0,85.0,[4622.45039279]
5.32,11.42,0.0886666666666666,78.31729183333324,60.7544,6.682708166666757,4522.133345864722,b5,85.0,85.0,[4486.49942403]
5.32,11.42,0.0886666666666666,78.40595849999991,60.7544,6.594041500000088,4462.1333458647205,b5,85.0,85.0,[4458.29942403]
5.32,11.42,0.0886666666666666,78.49462516666658,60.7544,6.50537483333342,4402.1333458647205,b5,85.0,85.0,[4443.09942403]
5.32,11.41,0.0886666666666666,78.58329183333325,60.70120000000001,6.416708166666751,4342.133345864719,b5,85.0,85.0,[4563.00357394]
1.65,11.41,0.0275,78.61079183333325,18.8265,6.389208166666748,13940.090545454725,b5,85.0,85.0,[13913.72374097]
1.65,11.41,0.0275,78.63829183333326,18.8265,6.3617081666667445,13880.090545454716,b5,85.0,85.0,[13886.31970722]
1.64,11.41,0.0273333333333333,78.66562516666659,18.7124,6.334374833333413,13904.725243902616,b5,85.0,85.0,[13863.06235171]
1.65,11.41,0.0275,78.69312516666659,18.8265,6.30687483333341,13760.45418181835,b5,85.0,85.0,[13828.26630265]
1.64,11.41,0.0273333333333333,78.72045849999992,18.7124,6.279541500000079,13784.359390244075,b5,85.0,85.0,[13766.97646341]
1.64,11.41,0.0273333333333333,78.74779183333325,18.7124,6.252208166666748,13724.35939024408,b5,85.0,85.0,[13712.95939024]
1.64,11.41,0.0273333333333333,78.77512516666658,18.7124,6.224874833333416,13664.359390244084,b5,85.0,85.0,[13665.55939024]
1.64,11.41,0.0273333333333333,78.80245849999991,18.7124,6.197541500000085,13604.359390244092,b5,85.0,85.0,[13614.35939024]
1.64,11.41,0.0273333333333333,78.82979183333325,18.7124,6.170208166666754,13544.359390244095,b5,85.0,85.0,[13545.95939024]
1.64,11.41,0.0273333333333333,78.85712516666658,18.7124,6.142874833333423,13484.3593902441,b5,85.0,85.0,[13482.75939024]
1.64,11.41,0.0273333333333333,78.88445849999991,18.7124,6.1155415000000914,13424.359390244104,b5,85.0,85.0,[13420.55939024]
1.64,11.41,0.0273333333333333,78.91179183333324,18.7124,6.08820816666676,13364.35939024411,b5,85.0,85.0,[13398.15939024]
1.64,11.41,0.0273333333333333,78.93912516666657,18.7124,6.060874833333429,13304.359390244112,b5,85.0,85.0,[13398.15939024]
7.59,11.38,0.1265,79.06562516666656,86.3742,5.934374833333436,2814.7232411067685,b5,85.0,85.0,[3753.8631052]
7.59,11.3,0.1265,79.19212516666656,85.76700000000001,5.807874833333443,2754.723241106772,b5,85.0,85.0,[2798.5720297]
7.59,11.29,0.1265,79.31862516666655,85.69109999999999,5.68137483333345,2694.723241106775,b5,85.0,85.0,[2725.74934225]
7.59,11.28,0.1265,79.44512516666654,85.61519999999999,5.554874833333457,2634.7232411067785,b5,85.0,85.0,[2665.06364423]
7.59,11.27,0.1265,79.57162516666654,85.5393,5.428374833333464,2574.7232411067816,b5,85.0,85.0,[2624.1816248]
7.59,11.26,0.1265,79.69812516666653,85.4634,5.301874833333471,2514.723241106785,b5,85.0,85.0,[2592.38013691]
5.33,11.37,0.0888333333333333,79.78695849999986,60.6021,5.213041500000145,3521.0036397749573,b5,85.0,85.0,[3498.09934955]
5.33,11.37,0.0888333333333333,79.87579183333318,60.6021,5.124208166666818,3461.003639774962,b5,85.0,85.0,[3462.39058027]
5.33,11.36,0.0888333333333333,79.96462516666651,60.5488,5.035374833333492,3401.0036397749664,b5,85.0,85.0,[3412.86986306]
7.63,11.24,0.1271666666666666,80.09179183333318,85.7612,4.9082081666668245,2315.79939711672,b5,85.0,85.0,[2420.15307896]
7.63,11.21,0.1271666666666666,80.21895849999984,85.5323,4.781041500000157,2255.799397116719,b5,85.0,85.0,[2410.51448922]
7.63,11.19,0.1271666666666666,80.34612516666651,85.3797,4.653874833333489,2195.7993971167184,b5,85.0,85.0,[2225.23700921]
5.36,11.31,0.0893333333333333,80.43545849999984,60.62160000000001,4.564541500000161,3065.7368283583164,b5,85.0,85.0,[3047.22045534]
5.36,11.31,0.0893333333333333,80.52479183333317,60.62160000000001,4.475208166666832,3005.73682835832,b5,85.0,85.0,[3004.49263666]
5.36,11.29,0.0893333333333333,80.6141251666665,60.5144,4.385874833333503,2945.7368283583223,b5,85.0,85.0,[2990.57895182]
5.36,11.29,0.0893333333333333,80.70345849999983,60.5144,4.296541500000174,2885.736828358326,b5,85.0,85.0,[2959.62442793]
12.29,10.89,0.2048333333333333,80.90829183333317,133.8381,4.091708166666834,1198.5475508544023,b5,85.0,85.0,[1202.52613249]
12.29,10.82,0.2048333333333333,81.1131251666665,132.9778,3.8868748333334935,1138.5475508544002,b5,85.0,85.0,[1150.26518376]
12.29,10.7,0.2048333333333333,81.31795849999985,131.503,3.682041500000153,1078.5475508543982,b5,85.0,85.0,[1108.78140623]
1.66,10.7,0.0276666666666666,81.34562516666651,17.761999999999997,3.654374833333492,7925.150240964199,b5,85.0,85.0,[7889.57705332]
1.66,10.7,0.0276666666666666,81.37329183333317,17.761999999999997,3.6267081666668304,7865.150240964211,b5,85.0,85.0,[7864.60154026]
1.65,10.7,0.0275,81.40079183333317,17.654999999999998,3.599208166666827,7852.817818182169,b5,85.0,85.0,[7815.51388456]
1.65,10.7,0.0275,81.42829183333318,17.654999999999998,3.571708166666824,7792.81781818216,b5,85.0,85.0,[7790.54945225]
1.65,10.7,0.0275,81.45579183333318,17.654999999999998,3.54420816666682,7732.817818182154,b5,85.0,85.0,[7720.95499118]
1.65,10.7,0.0275,81.48329183333318,17.654999999999998,3.5167081666668167,7672.817818182146,b5,85.0,85.0,[7672.55499118]
1.65,10.7,0.0275,81.51079183333319,17.654999999999998,3.4892081666668133,7612.817818182139,b5,85.0,85.0,[7614.15499118]
1.65,10.7,0.0275,81.53829183333319,17.654999999999998,3.46170816666681,7552.81781818213,b5,85.0,85.0,[7568.03997679]
1.65,10.7,0.0275,81.5657918333332,17.654999999999998,3.4342081666668065,7492.817818182124,b5,85.0,85.0,[7517.54856893]
1.59,10.7,0.0265,81.59229183333319,17.012999999999998,3.407708166666808,7715.565660377678,b5,85.0,85.0,[7525.89652348]
1.58,10.7,0.0263333333333333,81.61862516666652,16.906,3.381374833333481,7704.398354430717,b5,85.0,85.0,[14899.4412371]
4.04,11.36,0.0673333333333333,81.68595849999986,45.8944,3.314041500000144,2953.1062871288414,b5,85.0,85.0,[3179.38872869]
4.04,11.34,0.0673333333333333,81.7532918333332,45.8136,3.2467081666668065,2893.1062871288377,b5,85.0,85.0,[2999.33416995]
4.04,11.34,0.0673333333333333,81.82062516666653,45.8136,3.179374833333469,2833.1062871288336,b5,85.0,85.0,[2955.49539119]
4.04,11.33,0.0673333333333333,81.88795849999987,45.7732,3.112041500000132,2773.10628712883,b5,85.0,85.0,[2827.20347346]
4.04,11.33,0.0673333333333333,81.9552918333332,45.7732,3.044708166666794,2713.106287128827,b5,85.0,85.0,[2754.24019736]
5.67,11.25,0.0945,82.0497918333332,63.7875,2.9502081666667976,1873.1480423281253,b5,85.0,85.0,[1893.80521172]
5.67,11.22,0.0945,82.1442918333332,63.6174,2.855708166666801,1813.148042328128,b5,85.0,85.0,[1819.97134087]
5.67,11.21,0.0945,82.2387918333332,63.5607,2.7612081666668047,1753.14804232813,b5,85.0,85.0,[1765.15588914]
5.67,11.2,0.0945,82.33329183333319,63.504,2.666708166666808,1693.1480423281323,b5,85.0,85.0,[1697.98000267]
5.67,11.2,0.0945,82.42779183333319,63.504,2.572208166666812,1633.1480423281344,b5,85.0,85.0,[1617.42225569]
5.67,11.19,0.0945,82.52229183333318,63.4473,2.477708166666816,1573.1480423281369,b5,85.0,85.0,[1573.81515065]
8.78,11.0,0.1463333333333333,82.66862516666652,96.58,2.3313748333334843,955.9167881549596,b5,85.0,85.0,[948.61741494]
8.78,10.98,0.1463333333333333,82.81495849999985,96.4044,2.1850415000001533,895.9167881549604,b5,85.0,85.0,[909.5780947]
8.78,10.96,0.1463333333333333,82.96129183333318,96.2288,2.0387081666668223,835.9167881549614,b5,85.0,85.0,[874.43268808]
6.78,11.06,0.113,83.07429183333318,74.9868,1.9257081666668228,1022.4999115045076,b5,85.0,85.0,[992.47237495]
6.78,11.04,0.113,83.18729183333318,74.85119999999999,1.8127081666668232,962.4999115045078,b5,85.0,85.0,[930.44538618]
6.78,11.03,0.113,83.30029183333318,74.7834,1.6997081666668237,902.499911504508,b5,85.0,85.0,[889.25960088]
4.15,11.19,0.0691666666666666,83.36945849999984,46.438500000000005,1.630541500000163,1414.4456385543583,b5,85.0,85.0,[1371.04627549]
4.15,11.2,0.0691666666666666,83.4386251666665,46.48,1.5613748333335025,1354.4456385543635,b5,85.0,85.0,[1338.09657587]
4.15,11.2,0.0691666666666666,83.50779183333316,46.48,1.492208166666842,1294.4456385543688,b5,85.0,85.0,[1313.63660005]
4.15,11.2,0.0691666666666666,83.57695849999982,46.48,1.4230415000001813,1234.445638554374,b5,85.0,85.0,[1275.74349311]
6.42,11.06,0.107,83.68395849999982,71.0052,1.316041500000182,737.9671962617844,b5,85.0,85.0,[774.5996552]
6.42,11.03,0.107,83.79095849999982,70.81259999999999,1.2090415000001826,677.9671962617847,b5,85.0,85.0,[668.40168281]
11.58,10.7,0.193,83.98395849999982,123.906,1.0160415000001848,315.86782383425435,b5,85.0,85.0,[341.07483886]
11.58,10.65,0.193,84.17695849999981,123.327,0.8230415000001869,255.867823834255,b5,85.0,85.0,[267.89095653]
11.58,10.58,0.193,84.36995849999981,122.5164,0.6300415000001891,195.8678238342557,b5,85.0,85.0,[219.6900486]
4.27,11.02,0.0711666666666666,84.44112516666648,47.05539999999999,0.558874833333519,471.1825292741612,b5,85.0,85.0,[271.30373073]
4.27,11.06,0.0711666666666666,84.51229183333315,47.2262,0.4877081666668488,411.1825292741583,b5,85.0,85.0,[264.23828083]
4.27,11.07,0.0711666666666666,84.58345849999982,47.2689,0.4165415000001786,351.18252927415534,b5,85.0,85.0,[292.55718164]
4.27,11.07,0.0711666666666666,84.65462516666649,47.2689,0.3453748333335085,291.1825292741524,b5,85.0,85.0,[255.00138088]
4.27,11.06,0.0711666666666666,84.72579183333316,47.2262,0.2742081666668383,231.18252927414943,b5,85.0,85.0,[198.47551447]
4.27,11.06,0.0711666666666666,84.79695849999983,47.2262,0.2030415000001681,171.1825292741465,b5,85.0,85.0,[148.70972041]
5.75,10.96,0.0958333333333333,84.89279183333316,63.02,0.1072081666668367,67.12163478271518,b5,85.0,85.0,[68.53220084]
5.75,10.94,0.0958333333333333,84.9886251666665,62.905,0.0113748333335053,7.121634782716367,b5,85.0,85.0,[12.7154922]
5.75,10.93,0.0958333333333333,85.08445849999983,62.8475,-0.0844584999998261,-52.87836521728245,b5,85.0,85.0,[-54.83156749]
5.75,10.92,0.0958333333333333,85.18029183333316,62.79,-0.1802918333331575,-112.87836521728126,b5,85.0,85.0,[-115.89047107]
5.75,10.91,0.0958333333333333,85.27612516666649,62.7325,-0.276125166666489,-172.87836521728008,b5,85.0,85.0,[-173.98100148]
4.13,11.03,0.0688333333333333,85.34495849999982,45.5539,-0.3449584999998194,-300.69021791751817,b5,85.0,85.0,[-278.76993025]
4.13,11.03,0.0688333333333333,85.41379183333315,45.5539,-0.4137918333331498,-360.6902179175156,b5,85.0,85.0,[-354.49964556]
4.13,11.03,0.0688333333333333,85.48262516666648,45.5539,-0.4826251666664802,-420.69021791751305,b5,85.0,85.0,[-389.83015909]
4.13,11.03,0.0688333333333333,85.55145849999981,45.5539,-0.5514584999998107,-480.69021791751055,b5,85.0,85.0,[-458.6679965]
4.13,11.03,0.0688333333333333,85.62029183333314,45.5539,-0.6202918333331411,-540.690217917508,b5,85.0,85.0,[-541.84313689]
4.13,11.03,0.0688333333333333,85.68912516666647,45.5539,-0.6891251666664715,-600.6902179175055,b5,85.0,85.0,[-709.92396246]
11.38,10.28,0.1896666666666666,85.87879183333314,116.9864,-0.878791833333139,-278.000931458638,b5,85.0,85.0,[-325.80234198]
11.38,10.24,0.1896666666666666,86.0684584999998,116.5312,-1.0684584999998066,-338.00093145863826,b5,85.0,85.0,[-368.94907415]
11.38,10.22,0.1896666666666666,86.25812516666647,116.30360000000002,-1.258125166666474,-398.0009314586385,b5,85.0,85.0,[-414.26684712]
11.38,9.93,0.1896666666666666,86.44779183333314,113.0034,-1.4477918333331417,-458.0009314586388,b5,85.0,85.0,[-480.70108373]
6.81,10.4,0.1134999999999999,86.56129183333314,70.824,-1.5612918333331436,-825.3525110131156,b5,85.0,85.0,[-826.06145168]
6.81,10.39,0.1134999999999999,86.67479183333315,70.7559,-1.6747918333331455,-885.3525110131166,b5,85.0,85.0,[-901.68569329]
6.81,10.35,0.1134999999999999,86.78829183333315,70.48349999999999,-1.7882918333331477,-945.3525110131176,b5,85.0,85.0,[-1059.12469556]
1.88,10.35,0.0313333333333333,86.81962516666648,19.458,-1.819625166666484,-3484.388617020926,b5,85.0,85.0,[-3441.60215979]
1.81,10.35,0.0301666666666666,86.84979183333316,18.7335,-1.8497918333331569,-3679.143977900201,b5,85.0,85.0,[-3598.75753499]
1.81,10.35,0.0301666666666666,86.87995849999983,18.7335,-1.8799584999998304,-3739.1439779002144,b5,85.0,85.0,[-3744.94937885]
1.8,10.35,0.03,86.90995849999983,18.63,-1.909958499999832,-3819.916999999663,b5,85.0,85.0,[-3846.88193242]
1.75,10.35,0.0291666666666666,86.9391251666665,18.1125,-1.9391251666665,-3989.057485713943,b5,85.0,85.0,[-4007.8604889]
1.75,10.35,0.0291666666666666,86.96829183333317,18.1125,-1.9682918333331685,-4049.057485713947,b5,85.0,85.0,[-4056.3161007]
1.74,10.35,0.029,86.99729183333316,18.009,-1.9972918333331648,-4132.327931034134,b5,85.0,85.0,[-4156.45579662]
1.74,10.35,0.029,87.02629183333316,18.009,-2.026291833333161,-4192.327931034127,b5,85.0,85.0,[-4200.05270449]
1.74,10.35,0.029,87.05529183333316,18.009,-2.0552918333331576,-4252.32793103412,b5,85.0,85.0,[-4250.25270449]
1.74,10.35,0.029,87.08429183333315,18.009,-2.084291833333154,-4312.327931034111,b5,85.0,85.0,[-4299.85270449]
1.74,10.35,0.029,87.11329183333315,18.009,-2.1132918333331503,-4372.327931034104,b5,85.0,85.0,[-4335.05270449]
1.74,10.35,0.029,87.14229183333315,18.009,-2.1422918333331467,-4432.327931034097,b5,85.0,85.0,[-4422.25270449]
